source,target,value
Kajol,Shilpa Shetty Kundra,1
Kajol,Suniel Shetty,1
Kajol,Chandrachur Singh,1
Kajol,Mukesh Tiwari,3
Kajol,Gracy Singh,1
Kajol,Arjun Rampal,2
Kajol,Alia Bhatt,1
Kajol,Rajpal Naurang Yadav,2
Kajol,Lara Dutta,2
Kajol,Boman Irani,2
Kajol,Neha Dhupia,1
Kajol,Riteish Deshmukh,1
Kajol,John Abraham,1
Kajol,Raju Srivastava,1
Kajol,Tamannaah Bhatia,1
Kajol,Govardhan Asrani,1
Kajol,Pankaj Tripathi,1
Kajol,Anushka Sharma,1
Kajol,Sidharth Malhotra,1
Kajol,Varun Dhawan,3
Kajol,Kriti Sanon,2
Kajol,Kapil Sharma,1
Kajol,Mrunal Thakur,1
Dharmendra,Sridevi,6
Dharmendra,Juhi Chawla,2
Dharmendra,Hema Malini,39
Dharmendra,Sanjay Dutt,6
Dharmendra,Karisma Kapoor,1
Dharmendra,Preity G Zinta,1
Dharmendra,Jackie Shroff,5
Dharmendra,Salman Khan,3
Dharmendra,Twinkle Khanna,1
Dharmendra,Shakti Kapoor,56
Dharmendra,Fardeen Khan,1
Dharmendra,Tinnu Anand,4
Dharmendra,Raj Babbar,21
Dharmendra,Aruna Irani,21
Dharmendra,Mohnish Behl,1
Dharmendra,Jaya Bachchan,6
Dharmendra,Rahul Bose,1
Dharmendra,Mithun Chakraborty,15
Dharmendra,Randhir Kapoor,2
Dharmendra,Danny Denzongpa,19
Dharmendra,Bobby Deol,10
Dharmendra,Esha Deol,1
Dharmendra,Sunny Deol,19
Dharmendra,Mukul Dev,3
Dharmendra,Rahul Dev,1
Dharmendra,Ajay Devgn,1
Dharmendra,Poonam Dhillon,7
Dharmendra,Avtar Gill,10
Dharmendra,Vikram Gokhale,5
Dharmendra,Govinda,9
Dharmendra,Milind Gunaji,4
Dharmendra,Kamal Haasan,1
Dharmendra,Jaaved Jaaferi,2
Dharmendra,Farida Jalal,6
Dharmendra,Jaya Prada,18
Dharmendra,Jeetendra,14
Dharmendra,Sharman Joshi,1
Dharmendra,Kader Khan,27
Dharmendra,Dimple Kapadia,11
Dharmendra,Anil Kapoor,3
Dharmendra,Annu Kapoor,5
Dharmendra,Rishi Kapoor,7
Dharmendra,Supriya Karnik,1
Dharmendra,Kunal Kemmu,1
Dharmendra,Aamir Khan,1
Dharmendra,Arbaaz Khan,1
Dharmendra,Feroz Khan,3
Dharmendra,Irrfan Khan,2
Dharmendra,Sohail Khan,1
Dharmendra,Mukesh Khanna,16
Dharmendra,Vinod Khanna,11
Dharmendra,Kulbhushan Kharbanda,10
Dharmendra,Sachin Khedekar,1
Dharmendra,Anupam Kher,13
Dharmendra,Manisha Koirala,1
Dharmendra,Akshay Kumar,3
Dharmendra,Johny Lever,19
Dharmendra,Sanjay Mishra,3
Dharmendra,Rani Mukerji,1
Dharmendra,Govind Namdeo,2
Dharmendra,Neelam Kothari,4
Dharmendra,Manoj Pahwa,2
Dharmendra,Chunky Pandey,7
Dharmendra,Vinay Pathak,1
Dharmendra,Prakash Raj,1
Dharmendra,Amrish Puri,25
Dharmendra,Om Puri,4
Dharmendra,Vijay Raaz,2
Dharmendra,Rajinikanth,3
Dharmendra,Paresh Rawal,9
Dharmendra,Naseeruddin Shah,4
Dharmendra,Farooq Shaikh,2
Dharmendra,Rajesh Sharma,1
Dharmendra,Shilpa Shetty Kundra,3
Dharmendra,Neetu Singh,5
Dharmendra,Raveena Tandon,1
Dharmendra,Mukesh Tiwari,2
Dharmendra,Ashish Vidyarthi,3
Dharmendra,Arjun Rampal,1
Dharmendra,Yashpal Sharma,1
Dharmendra,Alia Bhatt,1
Dharmendra,Rajpal Naurang Yadav,3
Dharmendra,Amrita Rao,1
Dharmendra,Boman Irani,1
Dharmendra,Katrina Kaif,1
Dharmendra,Priyanka Chopra Jonas,1
Dharmendra,Konkona Sen Sharma,1
Dharmendra,Manoj Joshi,1
Dharmendra,Rimi Sen,1
Dharmendra,Riteish Deshmukh,2
Dharmendra,John Abraham,1
Dharmendra,Mallika Sherawat,2
Dharmendra,Shahid Kapoor,1
Dharmendra,Soha Ali Khan,1
Dharmendra,Chitrangda Singh,1
Dharmendra,Neil Nitin Mukesh,1
Dharmendra,Ayesha Takia,1
Dharmendra,Ashwini Kalsekar,2
Dharmendra,Abhay Deol,1
Dharmendra,Kay Kay Menon,1
Dharmendra,Minissha Lamba,1
Dharmendra,Kangana Ranaut,1
Dharmendra,Govardhan Asrani,25
Dharmendra,Krishna Abhishek,1
Dharmendra,Aditi Rao Hydari,1
Dharmendra,Jacqueline Fernandez,1
Dharmendra,Mahie Gill,1
Dharmendra,Varun Dhawan,1
Dharmendra,Sudesh Lehri,1
Dharmendra,Kriti Kharbanda,2
Dharmendra,Kainaat Arora,1
Dharmendra,Rajkummar Rao,1
Dharmendra,Ranveer Singh,1
Dharmendra,Sonakshi Sinha,2
Dharmendra,Pooja Hegde,1
Dharmendra,Kriti Sanon,2
Dharmendra,Urvashi Rautela,1
Dharmendra,Kapil Sharma,1
Dharmendra,Nora Fatehi,1
Dharmendra,Sara Ali Khan,1
Dharmendra,Janhvi Kapoor,1
Sridevi,Juhi Chawla,2
Sridevi,Hema Malini,1
Sridevi,Sanjay Dutt,1
Sridevi,Karisma Kapoor,1
Sridevi,Jackie Shroff,5
Sridevi,Salman Khan,2
Sridevi,Shakti Kapoor,27
Sridevi,Urmila Matondkar,1
Sridevi,Nana Patekar,1
Sridevi,Aftab Shivdasani,2
Sridevi,Tinnu Anand,4
Sridevi,Raj Babbar,1
Sridevi,Aruna Irani,12
Sridevi,Abhishek Bachchan,1
Sridevi,Mohnish Behl,4
Sridevi,Jaspal Bhatti,1
Sridevi,Mithun Chakraborty,4
Sridevi,Bhoomika Chawla,1
Sridevi,Danny Denzongpa,4
Sridevi,Sunny Deol,6
Sridevi,Prabhu Deva,1
Sridevi,Poonam Dhillon,5
Sridevi,Avtar Gill,4
Sridevi,Vikram Gokhale,2
Sridevi,Govinda,1
Sridevi,Kamal Haasan,24
Sridevi,Farida Jalal,2
Sridevi,Jaya Prada,14
Sridevi,Jeetendra,17
Sridevi,Kader Khan,27
Sridevi,Dimple Kapadia,1
Sridevi,Anil Kapoor,13
Sridevi,Annu Kapoor,3
Sridevi,Rishi Kapoor,7
Sridevi,Arshad Warsi,1
Sridevi,Feroz Khan,1
Sridevi,Shah Rukh Khan,2
Sridevi,Akshaye Khanna,1
Sridevi,Mukesh Khanna,1
Sridevi,Vinod Khanna,4
Sridevi,Kulbhushan Kharbanda,6
Sridevi,Anupam Kher,17
Sridevi,Akshay Kumar,1
Sridevi,Johny Lever,5
Sridevi,Neelam Kothari,2
Sridevi,Chunky Pandey,1
Sridevi,Prakash Raj,1
Sridevi,Amrish Puri,11
Sridevi,Vijay Raaz,2
Sridevi,Aishwarya Rai Bachchan,1
Sridevi,Rajinikanth,19
Sridevi,Paresh Rawal,7
Sridevi,Naseeruddin Shah,1
Sridevi,Raveena Tandon,1
Sridevi,Nawazuddin Siddiqui,1
Sridevi,Shruti Haasan,1
Sridevi,Govardhan Asrani,20
Sridevi,Pankaj Tripathi,1
Sridevi,Mouni Roy,1
Juhi Chawla,Sanjay Dutt,5
Juhi Chawla,Kareena Kapoor,2
Juhi Chawla,Karisma Kapoor,2
Juhi Chawla,Preity G Zinta,1
Juhi Chawla,Jackie Shroff,9
Juhi Chawla,Salman Khan,3
Juhi Chawla,Tabu,1
Juhi Chawla,Shakti Kapoor,14
Juhi Chawla,Urmila Matondkar,1
Juhi Chawla,Nana Patekar,2
Juhi Chawla,Sonali Bendre,1
Juhi Chawla,Aftab Shivdasani,1
Juhi Chawla,Tinnu Anand,7
Juhi Chawla,Raj Babbar,3
Juhi Chawla,Aruna Irani,6
Juhi Chawla,Abhishek Bachchan,1
Juhi Chawla,Mohnish Behl,7
Juhi Chawla,Manoj Bajpayee,3
Juhi Chawla,Rahul Bose,2
Juhi Chawla,Mithun Chakraborty,5
Juhi Chawla,Mahima Chaudhry,1
Juhi Chawla,Nandita Das,1
Juhi Chawla,Danny Denzongpa,2
Juhi Chawla,Bobby Deol,2
Juhi Chawla,Sunny Deol,5
Juhi Chawla,Mukul Dev,1
Juhi Chawla,Rahul Dev,3
Juhi Chawla,Ajay Devgn,3
Juhi Chawla,Avtar Gill,5
Juhi Chawla,Vikram Gokhale,1
Juhi Chawla,Govinda,9
Juhi Chawla,Vrajesh Hirjee,4
Juhi Chawla,Jaaved Jaaferi,3
Juhi Chawla,Farida Jalal,4
Juhi Chawla,Jeetendra,2
Juhi Chawla,Kader Khan,12
Juhi Chawla,Dimple Kapadia,1
Juhi Chawla,Anil Kapoor,9
Juhi Chawla,Annu Kapoor,2
Juhi Chawla,Rajat Kapoor,1
Juhi Chawla,Rishi Kapoor,12
Juhi Chawla,Kunal Kemmu,1
Juhi Chawla,Aamir Khan,7
Juhi Chawla,Arbaaz Khan,1
Juhi Chawla,Arshad Warsi,2
Juhi Chawla,Irrfan Khan,2
Juhi Chawla,Shah Rukh Khan,13
Juhi Chawla,Sohail Khan,1
Juhi Chawla,Akshaye Khanna,1
Juhi Chawla,Mukesh Khanna,4
Juhi Chawla,Vinod Khanna,3
Juhi Chawla,Kulbhushan Kharbanda,5
Juhi Chawla,Sachin Khedekar,1
Juhi Chawla,Anupam Kher,13
Juhi Chawla,Manisha Koirala,1
Juhi Chawla,Isha Koppikar,2
Juhi Chawla,Atul Kulkarni,1
Juhi Chawla,Akshay Kumar,4
Juhi Chawla,Johny Lever,11
Juhi Chawla,Sanjay Mishra,4
Juhi Chawla,Rani Mukerji,3
Juhi Chawla,Govind Namdeo,2
Juhi Chawla,Manoj Pahwa,2
Juhi Chawla,Chunky Pandey,3
Juhi Chawla,Amrish Puri,6
Juhi Chawla,Om Puri,6
Juhi Chawla,Rajinikanth,2
Juhi Chawla,Paresh Rawal,9
Juhi Chawla,Fatima Sana Shaikh,1
Juhi Chawla,Naseeruddin Shah,6
Juhi Chawla,Jimmy Shergill,1
Juhi Chawla,Shilpa Shetty Kundra,1
Juhi Chawla,Suniel Shetty,3
Juhi Chawla,Saurabh Shukla,4
Juhi Chawla,Chandrachur Singh,1
Juhi Chawla,Raveena Tandon,1
Juhi Chawla,Ashish Vidyarthi,3
Juhi Chawla,Aashish Chaudhary,1
Juhi Chawla,Yashpal Sharma,2
Juhi Chawla,Farhan Akhtar,3
Juhi Chawla,Rajpal Naurang Yadav,5
Juhi Chawla,Vivek Oberoi,1
Juhi Chawla,Lara Dutta,1
Juhi Chawla,Dia Mirza,2
Juhi Chawla,Riya Sen,1
Juhi Chawla,Boman Irani,3
Juhi Chawla,Katrina Kaif,1
Juhi Chawla,Priyanka Chopra Jonas,1
Juhi Chawla,Konkona Sen Sharma,1
Juhi Chawla,Manoj Joshi,1
Juhi Chawla,Samir Soni,1
Juhi Chawla,Uday Tikekar,1
Juhi Chawla,Riteish Deshmukh,2
Juhi Chawla,John Abraham,1
Juhi Chawla,Mallika Sherawat,1
Juhi Chawla,Shahid Kapoor,1
Juhi Chawla,Imran Khan,1
Juhi Chawla,Raju Srivastava,1
Juhi Chawla,Ranbir Kapoor,1
Juhi Chawla,Karishma Tanna,2
Juhi Chawla,Soha Ali Khan,1
Juhi Chawla,Chitrangda Singh,1
Juhi Chawla,Neil Nitin Mukesh,1
Juhi Chawla,Ayesha Takia,2
Juhi Chawla,Vidya Balan,2
Juhi Chawla,Arjun Kapoor,1
Juhi Chawla,Nimrat Kaur,1
Juhi Chawla,Kay Kay Menon,1
Juhi Chawla,Sonam Kapoor,1
Juhi Chawla,Deepika Padukone,1
Juhi Chawla,Govardhan Asrani,4
Juhi Chawla,Krishna Abhishek,1
Juhi Chawla,Radhika Apte,1
Juhi Chawla,Nushrratt Bharuccha,1
Juhi Chawla,Adah Sharma,1
Juhi Chawla,Richa Chadha,1
Juhi Chawla,Kalki Koechlin,1
Juhi Chawla,Sudesh Lehri,1
Juhi Chawla,Rajkummar Rao,1
Juhi Chawla,Sonakshi Sinha,1
Juhi Chawla,Kapil Sharma,1
Hema Malini,Sanjay Dutt,1
Hema Malini,Preity G Zinta,1
Hema Malini,Jackie Shroff,4
Hema Malini,Salman Khan,3
Hema Malini,Tabu,1
Hema Malini,Shakti Kapoor,15
Hema Malini,Tinnu Anand,1
Hema Malini,Raj Babbar,6
Hema Malini,Aruna Irani,21
Hema Malini,Abhishek Bachchan,1
Hema Malini,Manoj Bajpayee,2
Hema Malini,Jaya Bachchan,2
Hema Malini,Bhagyashree Patwardhan,1
Hema Malini,Mithun Chakraborty,8
Hema Malini,Mahima Chaudhry,2
Hema Malini,Bhoomika Chawla,1
Hema Malini,Randhir Kapoor,3
Hema Malini,Danny Denzongpa,8
Hema Malini,Esha Deol,1
Hema Malini,Poonam Dhillon,5
Hema Malini,Avtar Gill,5
Hema Malini,Vikram Gokhale,2
Hema Malini,Govinda,3
Hema Malini,Milind Gunaji,1
Hema Malini,Kamal Haasan,3
Hema Malini,Jaaved Jaaferi,1
Hema Malini,Farida Jalal,4
Hema Malini,Jaya Prada,1
Hema Malini,Jeetendra,22
Hema Malini,Kader Khan,16
Hema Malini,Dimple Kapadia,3
Hema Malini,Anil Kapoor,4
Hema Malini,Annu Kapoor,1
Hema Malini,Rishi Kapoor,7
Hema Malini,Feroz Khan,2
Hema Malini,Saif Ali Khan,1
Hema Malini,Shah Rukh Khan,3
Hema Malini,Akshaye Khanna,1
Hema Malini,Vinod Khanna,12
Hema Malini,Kulbhushan Kharbanda,3
Hema Malini,Sachin Khedekar,1
Hema Malini,Anupam Kher,10
Hema Malini,Atul Kulkarni,1
Hema Malini,Akshay Kumar,1
Hema Malini,Johny Lever,3
Hema Malini,Rani Mukerji,4
Hema Malini,Govind Namdeo,1
Hema Malini,Nassar,1
Hema Malini,Manoj Pahwa,1
Hema Malini,Ameesha Patel,1
Hema Malini,Prakash Raj,1
Hema Malini,Amrish Puri,8
Hema Malini,Om Puri,2
Hema Malini,Rajinikanth,1
Hema Malini,Paresh Rawal,5
Hema Malini,Naseeruddin Shah,3
Hema Malini,Farooq Shaikh,1
Hema Malini,Saurabh Shukla,2
Hema Malini,Neetu Singh,3
Hema Malini,Raveena Tandon,1
Hema Malini,Mukesh Tiwari,1
Hema Malini,Gracy Singh,1
Hema Malini,Yashpal Sharma,1
Hema Malini,Rajpal Naurang Yadav,2
Hema Malini,Boman Irani,1
Hema Malini,Konkona Sen Sharma,1
Hema Malini,Manoj Joshi,1
Hema Malini,Rimi Sen,1
Hema Malini,Samir Soni,1
Hema Malini,John Abraham,1
Hema Malini,Shriya Saran,2
Hema Malini,Sonu Sood,1
Hema Malini,Kunal Kapoor,1
Hema Malini,Nawazuddin Siddiqui,1
Hema Malini,Shruti Haasan,1
Hema Malini,Neil Nitin Mukesh,1
Hema Malini,Vidya Balan,1
Hema Malini,Deepika Padukone,1
Hema Malini,Govardhan Asrani,26
Hema Malini,Prateik Patil Babbar,1
Hema Malini,Kalki Koechlin,1
Hema Malini,Rajkummar Rao,1
Sanjay Dutt,Kareena Kapoor,2
Sanjay Dutt,Karisma Kapoor,3
Sanjay Dutt,Preity G Zinta,1
Sanjay Dutt,Jackie Shroff,13
Sanjay Dutt,Salman Khan,7
Sanjay Dutt,Twinkle Khanna,3
Sanjay Dutt,Tabu,2
Sanjay Dutt,Shakti Kapoor,31
Sanjay Dutt,Urmila Matondkar,3
Sanjay Dutt,Nana Patekar,2
Sanjay Dutt,Sonali Bendre,1
Sanjay Dutt,Fardeen Khan,3
Sanjay Dutt,Aftab Shivdasani,3
Sanjay Dutt,Tinnu Anand,4
Sanjay Dutt,Raj Babbar,6
Sanjay Dutt,Aruna Irani,6
Sanjay Dutt,Abhishek Bachchan,7
Sanjay Dutt,Mohnish Behl,8
Sanjay Dutt,Manoj Bajpayee,4
Sanjay Dutt,Bipasha Basu,7
Sanjay Dutt,Jaspal Bhatti,3
Sanjay Dutt,Mithun Chakraborty,7
Sanjay Dutt,Mahima Chaudhry,4
Sanjay Dutt,Nandita Das,1
Sanjay Dutt,Danny Denzongpa,6
Sanjay Dutt,Bobby Deol,2
Sanjay Dutt,Esha Deol,3
Sanjay Dutt,Sunny Deol,5
Sanjay Dutt,Mukul Dev,1
Sanjay Dutt,Rahul Dev,7
Sanjay Dutt,Ajay Devgn,13
Sanjay Dutt,Poonam Dhillon,3
Sanjay Dutt,Avtar Gill,16
Sanjay Dutt,Vikram Gokhale,3
Sanjay Dutt,Govinda,9
Sanjay Dutt,Milind Gunaji,2
Sanjay Dutt,Vrajesh Hirjee,1
Sanjay Dutt,Randeep Hooda,1
Sanjay Dutt,Jaaved Jaaferi,4
Sanjay Dutt,Farida Jalal,5
Sanjay Dutt,Jaya Prada,6
Sanjay Dutt,Jeetendra,3
Sanjay Dutt,Sharman Joshi,2
Sanjay Dutt,Kader Khan,15
Sanjay Dutt,Dimple Kapadia,2
Sanjay Dutt,Anil Kapoor,3
Sanjay Dutt,Annu Kapoor,5
Sanjay Dutt,Rishi Kapoor,6
Sanjay Dutt,Supriya Karnik,4
Sanjay Dutt,Kunal Kemmu,2
Sanjay Dutt,Aamir Khan,1
Sanjay Dutt,Arbaaz Khan,4
Sanjay Dutt,Arshad Warsi,10
Sanjay Dutt,Feroz Khan,1
Sanjay Dutt,Irrfan Khan,3
Sanjay Dutt,Saif Ali Khan,4
Sanjay Dutt,Shah Rukh Khan,3
Sanjay Dutt,Sohail Khan,2
Sanjay Dutt,Akshaye Khanna,4
Sanjay Dutt,Mukesh Khanna,6
Sanjay Dutt,Vinod Khanna,5
Sanjay Dutt,Kulbhushan Kharbanda,7
Sanjay Dutt,Sachin Khedekar,9
Sanjay Dutt,Anupam Kher,23
Sanjay Dutt,Manisha Koirala,7
Sanjay Dutt,Isha Koppikar,4
Sanjay Dutt,Atul Kulkarni,1
Sanjay Dutt,Akshay Kumar,10
Sanjay Dutt,Johny Lever,12
Sanjay Dutt,Madhavan,1
Sanjay Dutt,Sanjay Mishra,10
Sanjay Dutt,Rani Mukerji,2
Sanjay Dutt,Govind Namdeo,1
Sanjay Dutt,Neelam Kothari,5
Sanjay Dutt,Manoj Pahwa,5
Sanjay Dutt,Chunky Pandey,10
Sanjay Dutt,Ameesha Patel,3
Sanjay Dutt,Prakash Raj,4
Sanjay Dutt,Amrish Puri,12
Sanjay Dutt,Om Puri,8
Sanjay Dutt,Vijay Raaz,3
Sanjay Dutt,Aishwarya Rai Bachchan,2
Sanjay Dutt,Rajinikanth,2
Sanjay Dutt,Paresh Rawal,22
Sanjay Dutt,Raima Sen,4
Sanjay Dutt,Sushmita Sen,1
Sanjay Dutt,Naseeruddin Shah,1
Sanjay Dutt,Kim Sharma,1
Sanjay Dutt,Rajesh Sharma,1
Sanjay Dutt,Jimmy Shergill,6
Sanjay Dutt,Shilpa Shetty Kundra,5
Sanjay Dutt,Suniel Shetty,14
Sanjay Dutt,Saurabh Shukla,5
Sanjay Dutt,Chandrachur Singh,3
Sanjay Dutt,Raveena Tandon,12
Sanjay Dutt,Mukesh Tiwari,6
Sanjay Dutt,Ashish Vidyarthi,7
Sanjay Dutt,Gracy Singh,1
Sanjay Dutt,Tusshar Kapoor,2
Sanjay Dutt,Arjun Rampal,5
Sanjay Dutt,Aashish Chaudhary,3
Sanjay Dutt,Yashpal Sharma,1
Sanjay Dutt,Alia Bhatt,2
Sanjay Dutt,Rajpal Naurang Yadav,10
Sanjay Dutt,Vivek Oberoi,3
Sanjay Dutt,Lara Dutta,4
Sanjay Dutt,Dia Mirza,6
Sanjay Dutt,Riya Sen,2
Sanjay Dutt,Amrita Arora,3
Sanjay Dutt,Aarti Chhabria,3
Sanjay Dutt,Amrita Rao,2
Sanjay Dutt,Sameera Reddy,4
Sanjay Dutt,Boman Irani,8
Sanjay Dutt,Neha Dhupia,6
Sanjay Dutt,Katrina Kaif,3
Sanjay Dutt,Priyanka Chopra Jonas,5
Sanjay Dutt,Koena Mitra,1
Sanjay Dutt,Manoj Joshi,4
Sanjay Dutt,Samir Soni,1
Sanjay Dutt,Uday Tikekar,1
Sanjay Dutt,Sunny Leone,1
Sanjay Dutt,Riteish Deshmukh,7
Sanjay Dutt,Zayed Khan,4
Sanjay Dutt,John Abraham,5
Sanjay Dutt,Mallika Sherawat,1
Sanjay Dutt,Shriya Saran,1
Sanjay Dutt,Shahid Kapoor,3
Sanjay Dutt,Celina Jaitly,2
Sanjay Dutt,Sonu Sood,1
Sanjay Dutt,Imran Khan,2
Sanjay Dutt,Emraan Hashmi,1
Sanjay Dutt,Vipin Sharma,1
Sanjay Dutt,Gul Panag,1
Sanjay Dutt,Nayanthara,1
Sanjay Dutt,Kunal Kapoor,1
Sanjay Dutt,Nawazuddin Siddiqui,1
Sanjay Dutt,Shruti Haasan,1
Sanjay Dutt,Ranbir Kapoor,2
Sanjay Dutt,Prabhas,1
Sanjay Dutt,Soha Ali Khan,2
Sanjay Dutt,Chitrangda Singh,2
Sanjay Dutt,Ayesha Takia,1
Sanjay Dutt,Vidya Balan,4
Sanjay Dutt,Ashwini Kalsekar,3
Sanjay Dutt,Arjun Kapoor,1
Sanjay Dutt,Asin Thottumkal,1
Sanjay Dutt,Sophiya Chaudhary,3
Sanjay Dutt,Tanushree Dutta,1
Sanjay Dutt,Kay Kay Menon,2
Sanjay Dutt,Minissha Lamba,4
Sanjay Dutt,Deepika Padukone,2
Sanjay Dutt,Kangana Ranaut,6
Sanjay Dutt,Govardhan Asrani,14
Sanjay Dutt,Sunny Singh,1
Sanjay Dutt,Daisy Shah,1
Sanjay Dutt,Radhika Apte,1
Sanjay Dutt,Aditi Rao Hydari,1
Sanjay Dutt,Nushrratt Bharuccha,1
Sanjay Dutt,Jacqueline Fernandez,2
Sanjay Dutt,Pankaj Tripathi,1
Sanjay Dutt,Mahie Gill,2
Sanjay Dutt,Bruna Abdullah,1
Sanjay Dutt,Anushka Sharma,1
Sanjay Dutt,Adah Sharma,1
Sanjay Dutt,Aditya Roy Kapoor,2
Sanjay Dutt,Varun Dhawan,2
Sanjay Dutt,Sudesh Lehri,1
Sanjay Dutt,Sana Khan,1
Sanjay Dutt,Shraddha Kapoor,1
Sanjay Dutt,Lisa Haydon,1
Sanjay Dutt,Nargis Fakhri,1
Sanjay Dutt,Kriti Kharbanda,2
Sanjay Dutt,Zareen Khan,1
Sanjay Dutt,Sushant Singh Rajput,1
Sanjay Dutt,Sonakshi Sinha,4
Sanjay Dutt,Anil Charanjeett,1
Sanjay Dutt,Kartik Aaryan,1
Sanjay Dutt,Mouni Roy,1
Sanjay Dutt,Pooja Hegde,1
Sanjay Dutt,Kriti Sanon,3
Sanjay Dutt,Amyra Dastur,1
Sanjay Dutt,Vaani Kapoor,1
Sanjay Dutt,Kapil Sharma,1
Sanjay Dutt,Kiara Advani,1
Sanjay Dutt,Nora Fatehi,2
Sanjay Dutt,Sanya Malhotra,1
Sanjay Dutt,Disha Patani,1
Sanjay Dutt,Nidhhi Agerwal,1
Kareena Kapoor,Karisma Kapoor,1
Kareena Kapoor,Preity G Zinta,2
Kareena Kapoor,Jackie Shroff,6
Kareena Kapoor,Salman Khan,6
Kareena Kapoor,Tabu,1
Kareena Kapoor,Shakti Kapoor,4
Kareena Kapoor,Fardeen Khan,3
Kareena Kapoor,Aftab Shivdasani,1
Kareena Kapoor,Tinnu Anand,1
Kareena Kapoor,Raj Babbar,3
Kareena Kapoor,Abhishek Bachchan,4
Kareena Kapoor,Mohnish Behl,1
Kareena Kapoor,Manoj Bajpayee,3
Kareena Kapoor,Bipasha Basu,3
Kareena Kapoor,Jaya Bachchan,2
Kareena Kapoor,Bhagyashree Patwardhan,1
Kareena Kapoor,Rahul Bose,1
Kareena Kapoor,Mithun Chakraborty,1
Kareena Kapoor,Mahima Chaudhry,1
Kareena Kapoor,Danny Denzongpa,1
Kareena Kapoor,Bobby Deol,2
Kareena Kapoor,Esha Deol,2
Kareena Kapoor,Sunny Deol,1
Kareena Kapoor,Rahul Dev,2
Kareena Kapoor,Prabhu Deva,1
Kareena Kapoor,Ajay Devgn,9
Kareena Kapoor,Avtar Gill,2
Kareena Kapoor,Govinda,2
Kareena Kapoor,Milind Gunaji,3
Kareena Kapoor,Vrajesh Hirjee,7
Kareena Kapoor,Randeep Hooda,1
Kareena Kapoor,Jaaved Jaaferi,3
Kareena Kapoor,Farida Jalal,2
Kareena Kapoor,Sharman Joshi,2
Kareena Kapoor,Kader Khan,1
Kareena Kapoor,Dimple Kapadia,2
Kareena Kapoor,Anil Kapoor,4
Kareena Kapoor,Annu Kapoor,2
Kareena Kapoor,Rajat Kapoor,2
Kareena Kapoor,Supriya Karnik,3
Kareena Kapoor,Kunal Kemmu,1
Kareena Kapoor,Aamir Khan,4
Kareena Kapoor,Arbaaz Khan,2
Kareena Kapoor,Arshad Warsi,3
Kareena Kapoor,Irrfan Khan,2
Kareena Kapoor,Saif Ali Khan,8
Kareena Kapoor,Shah Rukh Khan,8
Kareena Kapoor,Sohail Khan,1
Kareena Kapoor,Akshaye Khanna,3
Kareena Kapoor,Mukesh Khanna,1
Kareena Kapoor,Vinod Khanna,1
Kareena Kapoor,Kulbhushan Kharbanda,4
Kareena Kapoor,Sachin Khedekar,1
Kareena Kapoor,Anupam Kher,5
Kareena Kapoor,Isha Koppikar,3
Kareena Kapoor,Akshay Kumar,14
Kareena Kapoor,Johny Lever,7
Kareena Kapoor,Madhavan,2
Kareena Kapoor,Pawan Malhotra,3
Kareena Kapoor,Sanjay Mishra,5
Kareena Kapoor,Rani Mukerji,6
Kareena Kapoor,Govind Namdeo,1
Kareena Kapoor,Nassar,1
Kareena Kapoor,Manoj Pahwa,3
Kareena Kapoor,Chunky Pandey,1
Kareena Kapoor,Vinay Pathak,1
Kareena Kapoor,Prakash Raj,1
Kareena Kapoor,Amrish Puri,6
Kareena Kapoor,Om Puri,9
Kareena Kapoor,Vijay Raaz,1
Kareena Kapoor,Rajinikanth,1
Kareena Kapoor,Paresh Rawal,4
Kareena Kapoor,Sushmita Sen,1
Kareena Kapoor,Naseeruddin Shah,1
Kareena Kapoor,Kim Sharma,1
Kareena Kapoor,Rajesh Sharma,1
Kareena Kapoor,Jimmy Shergill,1
Kareena Kapoor,Suniel Shetty,6
Kareena Kapoor,Saurabh Shukla,1
Kareena Kapoor,Raveena Tandon,1
Kareena Kapoor,Mukesh Tiwari,4
Kareena Kapoor,Ashish Vidyarthi,3
Kareena Kapoor,Tusshar Kapoor,6
Kareena Kapoor,Arjun Rampal,6
Kareena Kapoor,Yashpal Sharma,5
Kareena Kapoor,Alia Bhatt,2
Kareena Kapoor,Farhan Akhtar,3
Kareena Kapoor,Rajpal Naurang Yadav,2
Kareena Kapoor,Vivek Oberoi,3
Kareena Kapoor,Lara Dutta,2
Kareena Kapoor,Dia Mirza,1
Kareena Kapoor,Amrita Arora,2
Kareena Kapoor,Aarti Chhabria,1
Kareena Kapoor,Amrita Rao,1
Kareena Kapoor,Boman Irani,4
Kareena Kapoor,Neha Dhupia,1
Kareena Kapoor,Katrina Kaif,1
Kareena Kapoor,Priyanka Chopra Jonas,5
Kareena Kapoor,Konkona Sen Sharma,1
Kareena Kapoor,Ranvir Shorey,3
Kareena Kapoor,Manoj Joshi,7
Kareena Kapoor,Rimi Sen,1
Kareena Kapoor,Uday Tikekar,2
Kareena Kapoor,Sunny Leone,1
Kareena Kapoor,Riteish Deshmukh,1
Kareena Kapoor,John Abraham,1
Kareena Kapoor,Mallika Sherawat,1
Kareena Kapoor,Shahid Kapoor,6
Kareena Kapoor,Celina Jaitly,1
Kareena Kapoor,Sonu Sood,1
Kareena Kapoor,Imran Khan,3
Kareena Kapoor,Emraan Hashmi,1
Kareena Kapoor,Vipin Sharma,1
